,m2,celly_houseRoomCount,description,isitma,celly_buildingAge,celly_floortype,location,days,price
866,300,4 + 1, vadi koru'da geniş aileler için kiralık 300m2 + 70m2 teraslı çok özel daire,Merkezi (Pay Ölçer),1 Yaşında, 9. Kat,"Sarıyer,Ayazağa Mahallesi",13 Temmuz 2020,"17,000 TL"
867,65,1 + 1, sahile bir adım bekara öğrenciye tertemiz bahçe katı,Merkezi (Pay Ölçer),29 Yaşında, Bahçe Katı,"Sarıyer,Emirgan Mahallesi",10 Temmuz 2020,"2,200 TL"
868,75,4 + 1, sarıyer-maslak- ayazağa 1453 te orman manzaralı esyalı daire,Merkezi (Pay Ölçer),1 Yaşında, 10. Kat,"Sarıyer,Ayazağa Mahallesi",13 Temmuz 2020,"20,000 TL"
869,110,3 + 1, oryap'tan gazeteciler sit merkezde bakımlı masrafsız daire,Merkezi (Pay Ölçer),28 Yaşında, 3. Kat,"Sarıyer,Darüşşafaka Mahallesi",1 Temmuz 2020,"4,000 TL"
870,145,3 + 1, sarıyer sinpaş boğaziçi malikanelerinde 3+1 balkonlu daire,Merkezi (Pay Ölçer),25 Yaşında, 3. Kat,"Sarıyer,Zekeriyaköy Mahallesi",4 Temmuz 2020,"4,400 TL"
871,170,3 + 1, maslak mashattan'da kiralık 3+1 büyük tip bahçe dubleksi,Merkezi (Pay Ölçer),8 Yaşında, Bahçe Katı,"Sarıyer,Maslak Mahallesi",23 Haziran 2020,"8,500 TL"
872,137,2 + 1, ağaoğlu 1453'te full eşyalı kiralık 2+1 bahçe katı (kdv dahil),Merkezi (Pay Ölçer),4 Yaşında, Bahçe Katı,"Sarıyer,Maslak Mahallesi",6 Temmuz 2020,"7,750 TL"
873,120,2 + 1, yeniköy de cadde üzeri 2+1 110 m2 daire,Merkezi (Pay Ölçer),25 Yaşında, Kot 1,"Sarıyer,Yeniköy Mahallesi",10 Temmuz 2020,"4,250 TL"
874,63,1 + 1, sarıyer zekeriyaköy panaroma lıfe eşyalı balkonlu 1+1 daire.,Merkezi (Pay Ölçer),2 Yaşında, 1. Kat,"Sarıyer,Zekeriyaköy Mahallesi",10 Temmuz 2020,"3,500 TL"
875,67,1 + 1, sarıyer turyap tan alya evleri ara kat 1+1 daire,Merkezi (Pay Ölçer),6 Yaşında, 1. Kat,"Sarıyer,Maden Mahallesi",2 Temmuz 2020,"2,600 TL"
876,110,3 + 1, oyak sitesi 3+1 özel güvenlikli ara kat manzaralı bakımlı daire,Merkezi (Pay Ölçer),20 Yaşında, 6. Kat,"Sarıyer,Huzur Mahallesi",13 Temmuz 2020,"3,000 TL"
877,170,3 + 1, sarıyer maslak mashattan 3+1 full eşyalı havuz manzara kiralık,Merkezi (Pay Ölçer),10 Yaşında, 18. Kat,"Sarıyer,Maslak Mahallesi",3 Temmuz 2020,"9,500 TL"
878,190,3 + 1, emirgan da sahile paralel binada boğaz manzaralı daire...,Merkezi (Pay Ölçer),35 Yaşında, 2. Kat,"Sarıyer,Emirgan Mahallesi",1 Temmuz 2020,"12,000 TL"
879,60,1 + 1, sahile yürüme mesafesinde tertemiz aydinlık bahçe katı,Merkezi (Pay Ölçer),29 Yaşında, Bahçe Katı,"Sarıyer,Emirgan Mahallesi",10 Temmuz 2020,"2,200 TL"
880,110,2 + 1, maslak mashattan'da kiralık 2+1 daire güncel,Merkezi (Pay Ölçer),8 Yaşında, 21 ve üzeri,"Sarıyer,Maslak Mahallesi",16 Haziran 2020,"5,500 TL"
881,100,2 + 1, darüşşafaka'da beldemiz sit.full mobilyalı bahçe katı daire !,Merkezi (Pay Ölçer),26 Yaşında, Bahçe Katı,"Sarıyer,Darüşşafaka Mahallesi",30 Haziran 2020,"3,600 TL"
882,18,3 + 1, w'dan mashattan'da kiralık 3+1 büyük tip tam eşyalı temiz daire,Merkezi (Pay Ölçer),9 Yaşında, 19. Kat,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"12,000 TL"
883,170,3 + 1, w'dan mashattan'da satılık 3+1 yüksek katta daire,Merkezi (Pay Ölçer),9 Yaşında, 21 ve üzeri,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"2,200,000 TL"
884,96,1 + 1, istinyede boğaz manzaralı 1+1 residence daire,Merkezi (Pay Ölçer),3 Yaşında, 2. Kat,"Sarıyer,İstinye Mahallesi",6 Temmuz 2020,"7,000 TL"
885,110,2 + 1, maslak mashattan sitesi kiralık 2+1 daire,Merkezi (Pay Ölçer),8 Yaşında, 5. Kat,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"5,250 TL"
886,85,1 + 1, maslak mashattan sitesi kiralık 1+1 eşyalı daire,Merkezi (Pay Ölçer),8 Yaşında, 21 ve üzeri,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"5,500 TL"
887,85,1 + 1, !! günceldir !! vadi stanbul yanı porta vadi 1+1 ara kat daire,Merkezi (Pay Ölçer),Sıfır Bina, 5. Kat,"Sarıyer,Ayazağa Mahallesi",3 Temmuz 2020,"3,750 TL"
888,55,4 + 1, mashattan'da kiralık 4+1 site içi manzaralı resıdence daire,Merkezi (Pay Ölçer),8 Yaşında, 21 ve üzeri,"Sarıyer,Maslak Mahallesi",23 Haziran 2020,"10,000 TL"
889,300,5 + 1, w'dan mashattan'da kiralık 5+1 fırsat penthouse daire,Merkezi (Pay Ölçer),9 Yaşında, 21 ve üzeri,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"17,000 TL"
890,330,5 + 1, tarabya nurol kiralık yenilenmiş 5+1 çatı dubleks teraslı lux,Merkezi (Pay Ölçer),18 Yaşında, 5. Kat,"Sarıyer,Tarabya Mahallesi",13 Temmuz 2020,"19,000 TL"
891,78,1 + 1, sarıyer maritza sitesinde geniş kiralık eşyalı 1+1,Merkezi (Pay Ölçer),2 Yaşında,boş,"Sarıyer,Zekeriyaköy Mahallesi",2 Haziran 2020,"3,000 TL"
892,330,5 + 1, istinye seba royal sitesinde kiralık 5+1 çatı dubleks vista vadi,Merkezi (Pay Ölçer),10 Yaşında, 2. Kat,"Sarıyer,İstinye Mahallesi",13 Temmuz 2020,"19,000 TL"
893,330,6 + 1, tarabya deniz manzaralı cephesi yeşil full tadilatlı çatı dublex,Merkezi (Pay Ölçer),25 Yaşında, 4. Kat,"Sarıyer,Tarabya Mahallesi",10 Temmuz 2020,"23,000 TL"
894,87,1 + 1, ağaoğlu maslak 1453 sitesinde güncel kiralık 1+1 oturuma hazır ,Merkezi (Pay Ölçer),4 Yaşında, 6. Kat,"Sarıyer,Maslak Mahallesi",7 Temmuz 2020,"3,800 TL"
895,300,5 + 1," sarıyer tarabya nurol'da full yapılı,boğaz manzaralı 5+1 kiralık",Merkezi (Pay Ölçer),25 Yaşında, Çatı Katı,"Sarıyer,Tarabya Mahallesi",13 Temmuz 2020,"23,000 TL"
896,95,1 + 1, maslak mashattan'da kiralık büyük tip köşe 1+1 daire,Merkezi (Pay Ölçer),8 Yaşında, 3. Kat,"Sarıyer,Maslak Mahallesi",16 Haziran 2020,"4,650 TL"
897,85,1 + 1, mashattan residence for rent 1+1 full furnished apartment,Merkezi (Pay Ölçer),8 Yaşında, 21 ve üzeri,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"5,500 TL"
898,55,4 + 1, maslak mashattan residence for rent 4+1 semi furnished,Merkezi (Pay Ölçer),8 Yaşında, 21 ve üzeri,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"14,000 TL"
899,94,1 + 1, maslak 1453 residence for rent 1+1 full furnished apartment,Merkezi (Pay Ölçer),3 Yaşında, 14. Kat,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"5,000 TL"
900,69,1 + 1, maslak mashattan sitesi kiralık 1+1 boş daire,Merkezi (Pay Ölçer),8 Yaşında, 9. Kat,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"4,200 TL"
901,117,2 + 1, my home sitesi kiralık 2+1 eşyalı daire,Merkezi (Pay Ölçer),3 Yaşında, 21 ve üzeri,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"5,500 TL"
902,85,1 + 1, maslak mashattan residence for rent 1+1 full furnished apartment,Merkezi (Pay Ölçer),8 Yaşında, 12. Kat,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"5,500 TL"
903,73,Stüdyo, maslak agaoglu 1453 residence for rent 1+0 stüdio apartment,Merkezi (Pay Ölçer),3 Yaşında, 5. Kat,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"2,800 TL"
904,128,3 + 1, my home sitesi kiralık 3+1 boş yüksek kat şerefiyeli daire,Merkezi (Pay Ölçer),3 Yaşında, 21 ve üzeri,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"5,500 TL"
905,177,3 + 1, agaoglu 1453 residence for rent 3+1 apartment,Merkezi (Pay Ölçer),3 Yaşında, 8. Kat,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"7,000 TL"
906,69,1 + 1, maslak mashattan residence for rent 1+1 apartment,Merkezi (Pay Ölçer),8 Yaşında, 9. Kat,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"4,200 TL"
907,85,1 + 1, vadistanbul da 1+1 eşyalı güncel kiralık ,Merkezi (Pay Ölçer),5 Yaşında, 7. Kat,"Sarıyer,Ayazağa Mahallesi",13 Temmuz 2020,"4,750 TL"
908,50,3 + 1, seba flats 3+1 dublex özel loft daire 80m2 teraslı daire boş,Merkezi (Pay Ölçer),Sıfır Bina, 10. Kat,"Sarıyer,Huzur Mahallesi",13 Temmuz 2020,"9,500 TL"
909,170,3 + 1, maslak mashattan sitesi kiralık 3+1 daire,Merkezi (Pay Ölçer),8 Yaşında, 9. Kat,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"7,500 TL"
910,170,3 + 1, mashattan'da nefis manzaralı 3+1 btipi kiralık daire,Merkezi (Pay Ölçer),8 Yaşında, 21 ve üzeri,"Sarıyer,Maslak Mahallesi",6 Temmuz 2020,"9,000 TL"
911,117,1 + 1, sarıyer maslak skyland da full eşyalı kiralık daire..!,Merkezi (Pay Ölçer),5 Yaşında, 21 ve üzeri,"Sarıyer,Huzur Mahallesi",13 Temmuz 2020,"6,000 TL"
912,55,4 + 1, mashattan sitesi kiralık 4+1 kısmi eşyalı daire,Merkezi (Pay Ölçer),8 Yaşında, 21 ve üzeri,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"14,000 TL"
913,77,1 + 1, maslak ağaoğlu my home sitesi kiralık 1+1 boş daire,Merkezi (Pay Ölçer),3 Yaşında, 20. Kat,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"3,800 TL"
914,128,3 + 1, my home sitesi kiralık 3+1 boş daire güncel,Merkezi (Pay Ölçer),3 Yaşında, 21 ve üzeri,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"5,500 TL"
915,83,1 + 1, vadistanbul sitesinde 1+1 şık eşyalı kiralık daire ''güncel'',Merkezi (Pay Ölçer),4 Yaşında, 8. Kat,"Sarıyer,Ayazağa Mahallesi",13 Temmuz 2020,"5,000 TL"
916,183,3 + 1, maslak agaoglu 1453 residence for rent 3+1 apartment,Merkezi (Pay Ölçer),3 Yaşında, 15. Kat,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"7,000 TL"
917,77,1 + 1, maslak my home residence for rent 1+1 short term apartment,Merkezi (Pay Ölçer),3 Yaşında, 21 ve üzeri,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"4,500 TL"
918,175,3 + 1, sarıyer maslak mashattan da güncel kiralık 3+1 daire..!,Merkezi (Pay Ölçer),5 Yaşında, 11. Kat,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"7,000 TL"
919,86,1 + 1, sarıyer maslak 1453 de 1+1 kıralık ,Merkezi (Pay Ölçer),3 Yaşında, 11. Kat,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"3,900 TL"
920,146,2 + 1, vaditeras 2+1 şık eşyalı köşe büyük tip kapalı mutfak kiralık,Merkezi (Pay Ölçer),4 Yaşında, 10. Kat,"Sarıyer,Ayazağa Mahallesi",13 Temmuz 2020,"9,000 TL"
921,90,1 + 1, seba flats 1+1 kiralık daire boş sıfır balkonlu,Merkezi (Pay Ölçer),Sıfır Bina, 4. Kat,"Sarıyer,Huzur Mahallesi",13 Temmuz 2020,"4,000 TL"
922,85,1 + 1, vadistanbul teras sitesinde 1+1 eşyalı kiralık daire ''guncel'',Merkezi (Pay Ölçer),4 Yaşında, 11. Kat,"Sarıyer,Ayazağa Mahallesi",13 Temmuz 2020,"5,000 TL"
923,177,3 + 1, maslak ağaoğlu 1453 sitesi kiralık 3+1 daire,Merkezi (Pay Ölçer),3 Yaşında, 8. Kat,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"7,000 TL"
924,85,1 + 1, sarıyer maslak mashattan da full eşyalı kiralık 1+1 daire..!,Merkezi (Pay Ölçer),5 Yaşında, 16. Kat,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"6,000 TL"
925,50,7 + 1, sarıyer tarabya ulaşım'a çarşı'ya yakın kiralık dubleks daire,Merkezi (Pay Ölçer),15 Yaşında, 5. Kat,"Sarıyer,Tarabya Mahallesi",27 Haziran 2020,"6,500 TL"
926,85,1 + 1, vadistanbul terasta full eşyalı kiralık 1+1 daire boş,Merkezi (Pay Ölçer),3 Yaşında, 13. Kat,"Sarıyer,Ayazağa Mahallesi",13 Temmuz 2020,"4,750 TL"
927,73,Stüdyo, maslak ağaoğlu 1453 sitesi kiralık 1+0 stüdyo daire,Merkezi (Pay Ölçer),3 Yaşında, 4. Kat,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"2,800 TL"
928,117,2 + 1, my home residence for rent 2+1 full furnished apartment,Merkezi (Pay Ölçer),3 Yaşında, 21 ve üzeri,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"5,500 TL"
929,90,1 + 1, sarıyer maslak ağaoğlu 1453 te güncel kiralık 1+1 daire..!,Merkezi (Pay Ölçer),5 Yaşında, 8. Kat,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"3,999 TL"
930,130,1 + 1, seba flats sitesinde 1+1 teraslı keyifli kiralık daire ,Merkezi (Pay Ölçer),Sıfır Bina, 3. Kat,"Sarıyer,Huzur Mahallesi",13 Temmuz 2020,"4,500 TL"
931,85,1 + 1, vaditeras 1+1 lüx eşyalı şık temiz pırıl pırıl daire boş,Merkezi (Pay Ölçer),4 Yaşında, 10. Kat,"Sarıyer,Ayazağa Mahallesi",13 Temmuz 2020,"5,000 TL"
932,170,2 + 1, sarıyer maslak1453 de 2+1 satlık vatandaşlık uygun,Merkezi (Pay Ölçer),3 Yaşında, 2. Kat,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"1,750,000 TL"
933,85,1 + 1, vadistanbul da 1+1 eşyalı kiralık daire acil...,Merkezi (Pay Ölçer),5 Yaşında, 7. Kat,"Sarıyer,Ayazağa Mahallesi",13 Temmuz 2020,"4,750 TL"
934,94,1 + 1, sarıyer maslak 1453 sitesinde kiralık 1+1 eşyalı daire,Merkezi (Pay Ölçer),3 Yaşında, 12. Kat,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"5,000 TL"
935,70,Stüdyo, sarıyer maslak ağaoğlu 1453 full eşyalı kısa dönem kiralık 1+0.!,Merkezi (Pay Ölçer),5 Yaşında, 10. Kat,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"3,750 TL"
936,90,1 + 1, maslak seba flats muhteşem teraslı 50m2 1+1 keyifli daire,Merkezi (Pay Ölçer),Sıfır Bina, 14. Kat,"Sarıyer,Huzur Mahallesi",13 Temmuz 2020,"4,500 TL"
937,170,3 + 1, maslak mashattan residence for rent 3+1 apartment,Merkezi (Pay Ölçer),8 Yaşında, 9. Kat,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"7,500 TL"
938,146,1 + 1, vadistanbul teras 2+1 şık eşyalı kiralık daire boş,Merkezi (Pay Ölçer),4 Yaşında, 10. Kat,"Sarıyer,Ayazağa Mahallesi",13 Temmuz 2020,"9,000 TL"
939,85,1 + 1, vadistanbul teras da 1+1 şık eşyalı kiralık daire boş,Merkezi (Pay Ölçer),4 Yaşında, 10. Kat,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"4,750 TL"
940,85,1 + 1, maslak mashattan'da 1+1 kiralık bahçe manzaralı mobilyalı daire,Merkezi (Pay Ölçer),6 Yaşında, 16. Kat,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"4,900 TL"
941,145,2 + 1, porta vadistanbul kiralık 2+1 daire yüksek kat,Merkezi (Pay Ölçer),Sıfır Bina, 9. Kat,"Sarıyer,Ayazağa Mahallesi",13 Temmuz 2020,"5,900 TL"
942,130,3 + 1, kireçburnun da kiralık 3+1 bahçe mutfak sıfır yenilendi ,Merkezi (Pay Ölçer),20 Yaşında, Bahçe Katı,"Sarıyer,Kireçburnu Mahallesi",13 Temmuz 2020,"3,000 TL"
943,90,1 + 1, maslak seba flats 1+1 kiralık 90m2 havuzlu site sıfır balkonlu,Merkezi (Pay Ölçer),Sıfır Bina, 10. Kat,"Sarıyer,Huzur Mahallesi",13 Temmuz 2020,"4,000 TL"
944,00,3 + 1, sarıyer maslak 1453 de 3+1 kıralık boş,Merkezi (Pay Ölçer),3 Yaşında, 7. Kat,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"7,000 TL"
946,135,2 + 1, sarıyer skyland istanbul residence kiralık 2+1 daire,Merkezi (Pay Ölçer),3 Yaşında, 8. Kat,"Sarıyer,Ayazağa Mahallesi",8 Temmuz 2020,"7,250 TL"
947,183,3 + 1, sarıyer maslak ağaoğlu 1453 sitesi kiralık 3+1,Merkezi (Pay Ölçer),4 Yaşında, Ara Kat,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"7,000 TL"
948,155,2 + 1, maslak spıne tower'da 2+1 155 m2 güney cephe yüksek kat daire,Merkezi (Pay Ölçer),5 Yaşında, 21 ve üzeri,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"10,500 TL"
949,87,1 + 1, maslak 1453'te 1+1 güney cephe satılık fırsat daire,Merkezi (Pay Ölçer),4 Yaşında, 8. Kat,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"1,130,000 TL"
950,170,3 + 1, sarıyer maslak mashattan site for rent 3+1 residance,Merkezi (Pay Ölçer),10 Yaşında, Ara Kat,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"8,500 TL"
951,77,1 + 1, maslak ağaoğlu my home yüksek kat kiralık 1+1 daire,Merkezi (Pay Ölçer),6 Yaşında, 19. Kat,"Sarıyer,Maslak Mahallesi",8 Temmuz 2020,"3,800 TL"
952,170,3 + 1," maslak mashattan'da 3+1 havuz manzaralı, mıele ankastreli daire",Merkezi (Pay Ölçer),6 Yaşında, 10. Kat,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"7,500 TL"
953,85,1 + 1, maslak mashattan eşyalı kiralık 1+1 daire,Merkezi (Pay Ölçer),10 Yaşında, 20. Kat,"Sarıyer,Maslak Mahallesi",11 Temmuz 2020,"5,500 TL"
954,187,3 + 1, maslak 1453'te kiralık 3+1 orman ve şehir manzaralı köşe daire,Merkezi (Pay Ölçer),3 Yaşında, 10. Kat,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"7,000 TL"
955,85,1 + 1, sarıyer ayazağa vadistanbul da kiralık 1+1 daire eşyalı,Merkezi (Pay Ölçer),3 Yaşında, 11. Kat,"Sarıyer,Ayazağa Mahallesi",13 Temmuz 2020,"4,800 TL"
956,110,2 + 1, maslak mashattan kiralık 2+1 amerikan mutfak boş daire,Merkezi (Pay Ölçer),7 Yaşında, 5. Kat,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"5,000 TL"
957,170,3 + 1, maslak mashattan sitesi 3+1 eşyalı kiralık daire,Merkezi (Pay Ölçer),8 Yaşında, 21 ve üzeri,"Sarıyer,Maslak Mahallesi",8 Temmuz 2020,"10,000 TL"
958,165,2 + 1, skyland kiralık 2+1 kiralık keyifli balkonlu daire ,Merkezi (Pay Ölçer),3 Yaşında, 21 ve üzeri,"Sarıyer,Ayazağa Mahallesi",13 Temmuz 2020,"6,250 TL"
959,55,4 + 1, maslak mashattan'da 4+1 kiralık taşınmaya hazır daire,Merkezi (Pay Ölçer),6 Yaşında, 21 ve üzeri,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"10,000 TL"
960,60,1 + 1, panorama suits 1+1 ful eşyalı daire,Merkezi (Pay Ölçer),Sıfır Bina, Ara Kat,"Sarıyer,Zekeriyaköy Mahallesi",28 Haziran 2020,"3,500 TL"
961,18,2 + 1, maslak 1453'te 3+1 büyüklüğünde 2+1 kiralık loft daire,Merkezi (Pay Ölçer),4 Yaşında, 21 ve üzeri,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"11,000 TL"
962,160,2 + 1, ağaoğlu 1453 sitesi eşyalı 2+1 yüksek kat daire,Merkezi (Pay Ölçer),4 Yaşında, 21 ve üzeri,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"7,500 TL"
963,00,3 + 1, maslak ağaoğlu 1453'te kaliteli kiralık eşyalı 3+1 daire,Merkezi (Pay Ölçer),4 Yaşında, 5. Kat,"Sarıyer,Maslak Mahallesi",6 Temmuz 2020,"9,500 TL"
964,117,2 + 1, maslak ağaoğlu my home eşyalı kiralık 2+1 daire,Merkezi (Pay Ölçer),6 Yaşında, 21 ve üzeri,"Sarıyer,Maslak Mahallesi",10 Temmuz 2020,"5,500 TL"
965,180,3 + 1, maslak mashattan kiralık eşyalı 3+1安全舒适宽敞明亮三居室拎包入住,Merkezi (Pay Ölçer),10 Yaşında, 20. Kat,"Sarıyer,Maslak Mahallesi",30 Haziran 2020,"9,500 TL"
966,74,1 + 1, sarıyer maslak 1453'de yüksek kat manzaralı kiralık 1+1 daire,Merkezi (Pay Ölçer),4 Yaşında, 21 ve üzeri,"Sarıyer,Maslak Mahallesi",8 Temmuz 2020,"4,100 TL"
967,85,1 + 1, sarıyer maslak mashattan konutları kiralık eşyalı 1+1 daire,Merkezi (Pay Ölçer),8 Yaşında, 11. Kat,"Sarıyer,Maslak Mahallesi",8 Temmuz 2020,"6,000 TL"
968,145,3 + 1, oryap tan gazeteciler sitesinde lüks ankastreli çatı dublex i ,Merkezi (Pay Ölçer),25 Yaşında,boş,"Sarıyer,Darüşşafaka Mahallesi",4 Temmuz 2020,"5,850 TL"
969,183,3 + 1, sarıyer maslak ağaoğlu 1453 sitesi kiralık 3+1 daire,Merkezi (Pay Ölçer),3 Yaşında, 13. Kat,"Sarıyer,Maslak Mahallesi",29 Haziran 2020,"7,000 TL"
970,98,1 + 1, cb real'den skyland'de havuz manzaralı 1+1 kiralık daire,Merkezi (Pay Ölçer),2 Yaşında, 3. Kat,"Sarıyer,Huzur Mahallesi",3 Temmuz 2020,"4,250 TL"
971,70,1 + 1, eclipse sitesi 1+1 eşyalı kiralık daire,Merkezi (Pay Ölçer),6 Yaşında, 6. Kat,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"4,500 TL"
972,64,Stüdyo, skyland tower kiralık 1+0 eşyalı daire,Merkezi (Pay Ölçer),3 Yaşında, 2. Kat,"Sarıyer,Huzur Mahallesi",8 Temmuz 2020,"3,250 TL"
973,170,3 + 1, maslak mashattan'da 3+1 kiralık miele ankastreli daire,Merkezi (Pay Ölçer),6 Yaşında, 20. Kat,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"7,000 TL"
974,117,3 + 1, maslak ağaoğlu myhome eşyalı kiralık 3+1 daire,Merkezi (Pay Ölçer),6 Yaşında, 5. Kat,"Sarıyer,Maslak Mahallesi",11 Temmuz 2020,"6,000 TL"
975,110,2 + 1, zekeriyaköy alya evleri'nde eşyalı kiralık 2+1 daire,Merkezi (Pay Ölçer),6 Yaşında, 1. Kat,"Sarıyer,Zekeriyaköy Mahallesi",12 Temmuz 2020,"4,000 TL"
976,128,3 + 1, maslak ağaoğlu my home yüksek kat kiralık 3+1 daire,Merkezi (Pay Ölçer),6 Yaşında, 21 ve üzeri,"Sarıyer,Maslak Mahallesi",11 Temmuz 2020,"5,250 TL"
977,128,3 + 1, sarıyer maslak my home sitesi kiralık 3+1 128m2 daire,Merkezi (Pay Ölçer),3 Yaşında, 21 ve üzeri,"Sarıyer,Maslak Mahallesi",25 Haziran 2020,"5,500 TL"
978,170,3 + 1, maslak 1453'e komşu mashattan'da 3+1 taşınmaya hazır daire,Merkezi (Pay Ölçer),6 Yaşında, 10. Kat,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"7,000 TL"
979,95,3 + 1, sariyer maslak agaoglu 1453 residence 3.5+1 plus realestate,Merkezi (Pay Ölçer),4 Yaşında, 21 ve üzeri,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"3,250,000 TL"
980,330,5 + 1, maslak mashattan'da kiralık 5+1 penthouse ***sitede tek***,Merkezi (Pay Ölçer),7 Yaşında, 21 ve üzeri,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"17,000 TL"
981,57,Stüdyo, sarıyer vadikoru sitesi 1+0 satılık daire,Merkezi (Pay Ölçer),Sıfır Bina, 5. Kat,"Sarıyer,Ayazağa Mahallesi",8 Temmuz 2020,"2,700 TL"
982,117,2 + 1, sarıyer maslak my home sitesi kiralık 2+1 eşyalı daire,Merkezi (Pay Ölçer),3 Yaşında, 21 ve üzeri,"Sarıyer,Maslak Mahallesi",25 Haziran 2020,"5,500 TL"
983,70,1 + 1, sarıyer maslak 42'de 1+1 kiralık taşınmaya hazır daire,Merkezi (Pay Ölçer),4 Yaşında, 17. Kat,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"4,500 TL"
984,170,3 + 1, sarıyer maslak mashattan sitesi kiralık 3+1 daire,Merkezi (Pay Ölçer),8 Yaşında, 20. Kat,"Sarıyer,Maslak Mahallesi",29 Haziran 2020,"8,000 TL"
985,170,3 + 1, maslak mashattan'da 3+1 kiralık bahçe dubleksinde bahçe keyfi ,Merkezi (Pay Ölçer),7 Yaşında, Bahçe Katı,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"7,500 TL"
986,128,3 + 1, sarıyer maslak my home sitesi kiralık 3+1 128 m2 daire,Merkezi (Pay Ölçer),3 Yaşında, 10. Kat,"Sarıyer,Maslak Mahallesi",8 Temmuz 2020,"5,250 TL"
987,57,Stüdyo, sarıyer ayazağa vadikoru sitesi kiralık 1+0 daire,Merkezi (Pay Ölçer),1 Yaşında, 14. Kat,"Sarıyer,Ayazağa Mahallesi",6 Temmuz 2020,"2,700 TL"
988,77,1 + 1, ağaoğlu myhome yüksek kat kiralık 1+1 daire,Merkezi (Pay Ölçer),6 Yaşında, 17. Kat,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"3,800 TL"
989,70,Stüdyo, maslak ağaoğlu 1453 kiralık 1+0 kiralık daire,Merkezi (Pay Ölçer),3 Yaşında, 1. Kat,"Sarıyer,Maslak Mahallesi",11 Temmuz 2020,"2,800 TL"
990,77,1 + 1, ağaoğlu myhome kiralık 1+1 daire,Merkezi (Pay Ölçer),6 Yaşında, 10. Kat,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"3,650 TL"
991,96,1 + 1, sarıyer maslak 1453 kiralık 1+1 daire,Merkezi (Pay Ölçer),4 Yaşında, 4. Kat,"Sarıyer,Maslak Mahallesi",8 Temmuz 2020,"3,900 TL"
